City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,fortuna,40.5982,-124.1573,12.03,96,100,0.45,US,1705923885
280,kimbe,-5.5502,150.1429,26.31,87,100,0.99,PG,1705923886
281,hamilton,39.1834,-84.5333,-5.57,75,75,3.6,US,1705923761
282,pisco,-13.7,-76.2167,22.03,94,100,0.51,PE,1705923851
283,san luis de la loma,17.2706,-100.8939,23.91,66,3,1.47,MX,1705923886
284,shenkursk,62.1091,42.896,-7.25,90,100,4.86,RU,1705923886
285,alofi,-19.0595,-169.9187,24.94,100,95,2.57,NU,1705923760
286,ca mau,9.1769,105.15,26.86,61,16,4.4,VN,1705923887
287,klyuchi,52.2667,79.1667,-17.56,95,5,2.27,RU,1705923887
288,antonio enes,-16.2325,39.9086,28.39,86,100,3.23,MZ,1705923887
289,revelstoke,50.9832,-118.2023,-2.99,100,100,0.0,CA,1705923887
290,yanykurgan,43.915,67.2481,-0.68,58,83,2.14,KZ,1705923888
291,coquimbo,-29.9533,-71.3436,15.85,94,100,1.54,CL,1705923888
292,wewak,-3.5534,143.6268,26.65,85,100,3.23,PG,1705923888
293,benjamin aceval,-24.9667,-57.5667,26.12,67,75,2.29,PY,1705923888
294,sinabang,2.4803,96.3801,27.84,78,33,1.55,ID,1705923644
295,bonthe,7.5264,-12.505,32.12,55,15,2.1,SL,1705923889
296,port macquarie,-31.4333,152.9167,22.72,76,75,4.06,AU,1705923889
297,jayapura,-2.5333,140.7,25.66,93,100,2.67,ID,1705923889
298,vijapur,23.5667,72.75,25.51,19,8,1.61,IN,1705923889
299,kashin,57.3592,37.6081,-6.68,79,13,8.25,RU,1705923890
300,senador jose porfirio,-2.5908,-51.9542,25.93,88,83,1.37,BR,1705923890
301,mana,5.6592,-53.7767,26.59,76,29,5.27,GF,1705923890
302,keflavik,64.0049,-22.5624,-5.05,73,40,6.69,IS,1705923890
303,pontianak,-0.0333,109.3333,27.99,83,40,2.57,ID,1705923890
304,kapshagay,43.8833,77.0833,-7.46,88,23,2.01,KZ,1705923891
305,arraial do cabo,-22.9661,-42.0278,24.92,88,75,3.09,BR,1705923891
306,santa ana,33.7456,-117.8678,15.16,92,100,4.12,US,1705923891
307,mar del plata,-38.0023,-57.5575,23.07,74,0,6.26,AR,1705923891
308,beau vallon,-20.4189,57.6953,31.23,74,75,5.66,MU,1705923891
309,sorong,-0.8833,131.25,26.15,81,100,7.83,ID,1705923892
310,kununurra,-15.7667,128.7333,26.99,94,75,2.57,AU,1705923892
311,necochea,-38.5473,-58.7368,24.7,36,39,5.33,AR,1705923892
312,khandyga,62.6667,135.6,-28.02,99,100,1.59,RU,1705923892
313,norilsk,69.3535,88.2027,-10.32,92,100,7.37,RU,1705923892
314,anadyr,64.75,177.4833,-18.72,84,0,3.0,RU,1705923893
315,mindelheim,48.05,10.4833,10.34,55,0,10.8,DE,1705923893
316,araguaina,-7.1911,-48.2072,30.3,59,100,3.0,BR,1705923893
317,bamboo flat,11.7,92.7167,27.05,61,20,3.6,IN,1705923893
318,tual,-5.6667,132.75,27.93,78,100,7.04,ID,1705923717
319,gorom-gorom,14.4439,-0.2361,33.0,6,26,6.49,BF,1705923894
320,laguna,38.421,-121.4238,13.32,91,100,8.75,US,1705923894
321,uturoa,-16.7333,-151.4333,27.28,79,72,5.44,PF,1705923894
322,ketchikan,55.3422,-131.6461,5.99,93,100,2.06,US,1705923894
323,laojunmiao,39.8333,97.7333,-14.14,42,0,7.2,CN,1705923894
324,ksar el boukhari,35.8889,2.7491,9.84,57,0,2.15,DZ,1705923895
325,tynda,55.1667,124.7167,-19.55,88,100,1.45,RU,1705923895
326,ponta delgada,37.7333,-25.6667,18.44,88,75,5.66,PT,1705923762
327,radomir,42.5444,22.9578,-7.85,72,1,1.07,BG,1705923895
328,hammerfest,70.6634,23.6821,-3.75,74,20,3.6,NO,1705923895
329,nova sintra,14.8667,-24.7167,20.44,78,60,7.92,CV,1705923896
330,severnoye,56.3491,78.3619,-15.01,84,97,4.02,RU,1705923896
331,altai,46.3722,96.2583,-22.75,68,0,0.98,MN,1705923896
332,planaltina,-15.4528,-47.6142,22.78,74,95,0.28,BR,1705923896
333,san antonio de pale,-1.4014,5.6325,27.56,80,14,3.01,GQ,1705923641
334,marica,-22.9194,-42.8186,26.95,81,61,3.92,BR,1705923896
335,riberalta,-10.9833,-66.1,25.11,94,75,2.06,BO,1705923897
336,mount isa,-20.7333,139.5,28.87,70,79,2.57,AU,1705923897
337,zaozersk,69.4005,32.4476,-9.99,95,100,2.75,RU,1705923897
338,guantanamo,20.1444,-75.2092,23.76,79,84,3.76,CU,1705923897
339,kruisfontein,-34.0033,24.7314,19.94,78,99,6.96,ZA,1705923898
340,peace river,56.2501,-117.286,-15.19,89,100,3.09,CA,1705923898
341,maslyanino,54.3436,84.2111,-18.49,97,3,0.64,RU,1705923898
342,bridgewater,44.3835,-64.5155,-8.18,86,6,3.6,CA,1705923808
343,barra,-11.0894,-43.1417,28.61,62,83,1.61,BR,1705923898
344,fort mcmurray,56.7268,-111.381,-21.23,77,75,2.57,CA,1705923899
345,williams lake,52.1415,-122.1445,-1.24,100,100,0.0,CA,1705923818
346,bovalino superiore,38.1833,16.1667,14.37,45,79,2.07,IT,1705923899
347,shizuishan,39.2333,106.7694,-13.23,62,97,1.26,CN,1705923899
348,kodinsk,58.6881,99.1844,-20.5,100,61,1.68,RU,1705923899
349,pimenta bueno,-11.6725,-61.1936,25.48,89,17,1.6,BR,1705923900
350,rocha,-34.4833,-54.3333,21.9,53,3,3.36,UY,1705923900
351,saint-philippe,-21.3585,55.7679,29.77,71,95,3.58,RE,1705923900
352,hilo,19.7297,-155.09,22.36,82,75,2.68,US,1705923733
353,pinoso,38.4016,-1.042,14.05,63,21,2.68,ES,1705923900
354,saudarkrokur,65.7461,-19.6394,-8.82,88,100,1.95,IS,1705923901
355,ulladulla,-35.35,150.4667,18.76,98,93,0.95,AU,1705923901
356,bayanhongor,46.7167,100.1167,-27.7,83,1,2.23,MN,1705923901
357,saldanha,-33.0117,17.9442,31.03,83,76,13.28,ZA,1705923902
358,whitehorse,60.7161,-135.0538,-21.5,73,100,2.57,CA,1705923902
359,extrema,-22.8547,-46.3183,20.9,77,66,1.93,BR,1705923903
360,archangelos,36.2149,28.1149,15.73,70,70,2.21,GR,1705923903
361,adigrat,14.277,39.462,19.9,35,99,1.36,ET,1705923904
362,ha'il,27.5219,41.6907,25.01,41,0,8.23,SA,1705923664
363,antalaha,-14.9003,50.2788,28.55,71,100,2.3,MG,1705923904
364,parauapebas,-6.0675,-49.9022,26.99,88,0,0.51,BR,1705923904
365,zavetnoye,47.1194,43.8903,-4.09,63,2,3.81,RU,1705923904
366,kongsberg,59.6652,9.6465,6.22,91,100,5.81,NO,1705923905
367,la passe,45.5549,-0.8967,11.13,93,100,8.29,FR,1705923606
368,funafuti,-8.5243,179.1942,30.0,79,40,2.06,TV,1705923905
369,lerwick,60.1545,-1.1494,7.0,81,77,16.15,GB,1705923906
370,tughyl,47.7252,84.2063,-20.46,92,21,1.06,KZ,1705923906
371,atafu village,-8.5421,-172.5159,29.44,73,84,3.88,TK,1705923906
372,dingwall,57.5953,-4.4272,7.26,90,38,10.91,GB,1705923907
373,sinjar,36.3209,41.8754,13.97,59,100,6.99,IQ,1705923907
374,ad dilam,23.9915,47.1627,25.23,22,0,4.74,SA,1705923907
375,lompoc,34.6391,-120.4579,14.08,87,100,7.6,US,1705923907
376,serdobsk,52.4586,44.2169,-13.69,93,24,1.82,RU,1705923908
377,luanda,-8.8368,13.2343,30.0,69,20,5.66,AO,1705923908
378,dudinka,69.4058,86.1778,-10.18,95,100,4.02,RU,1705923684
379,mahanje,-9.9333,35.3333,21.17,95,100,0.99,TZ,1705923908
380,dunedin,-45.8742,170.5036,16.56,96,89,0.45,NZ,1705923828
381,concordia,-31.393,-58.0209,21.31,62,1,4.57,AR,1705923739
382,kamennomostskiy,44.2983,40.1856,-4.27,79,95,3.47,RU,1705923909
383,nikolayevsk-on-amure,53.1406,140.73,-29.21,100,15,0.53,RU,1705923909
384,skelleftea,64.7507,20.9528,0.56,100,100,7.2,SE,1705923910
385,derzhavinsk,51.1,66.3167,-7.55,83,100,3.2,KZ,1705923910
386,lorengau,-2.0226,147.2712,27.74,82,100,3.96,PG,1705923910
387,bandar-e lengeh,26.5579,54.8807,25.06,57,0,4.12,IR,1705923911
388,voi,-3.3945,38.563,29.29,56,87,4.24,KE,1705923911
389,rundu,-17.9333,19.7667,31.59,25,64,2.99,NA,1705923911
390,namdrik,5.5994,168.1028,27.64,83,8,9.13,MH,1705923912
391,bikenibeu village,1.3673,173.1241,29.98,74,40,2.57,KI,1705923912
392,srandakan,-7.9386,110.2506,25.79,88,96,3.57,ID,1705923912
393,le grau-du-roi,43.5388,4.1356,11.99,67,40,3.6,FR,1705923913
394,new iberia,30.0035,-91.8187,8.99,71,100,4.63,US,1705923913
395,ghat,24.9647,10.1728,19.57,22,0,2.83,LY,1705923913
396,eraan,9.0629,117.7016,26.53,83,80,2.45,PH,1705923914
397,chela,34.069,104.4619,-8.59,89,86,1.5,CN,1705923914
398,tolanaro,-25.0319,46.9987,30.04,70,20,8.23,MG,1705923914
399,ushtobe,45.2514,77.9838,-9.78,93,11,4.82,KZ,1705923915
400,sainte-anne-des-monts,49.124,-66.4924,-10.07,73,90,5.14,CA,1705923915
401,pacific grove,36.6177,-121.9166,14.06,90,100,3.09,US,1705923742
402,vanimo,-2.6741,141.3028,27.47,83,100,7.64,PG,1705923916
403,ust'-ilimsk,58.0006,102.6619,-14.2,86,94,3.58,RU,1705923917
404,kudahuvadhoo,2.6708,72.8944,28.03,80,40,7.01,MV,1705923917
405,arkhangel'sk,64.5401,40.5433,-7.94,92,75,2.0,RU,1705923917
406,zyrya,40.3661,50.2917,4.05,74,100,15.7,AZ,1705923917
407,nenjiang,49.1833,125.2167,-28.46,97,35,0.29,CN,1705923917
408,quellon,-43.1167,-73.6167,16.48,76,21,3.34,CL,1705923918
409,lata,40.1629,-8.3327,13.37,73,93,1.01,PT,1705923918
410,barra de santo antonio,-9.4047,-35.5072,29.6,51,23,5.0,BR,1705923918
411,aoulef,26.9667,1.0833,20.67,31,0,8.61,DZ,1705923918
412,nizhniy odes,63.6445,54.856,-22.47,99,50,2.34,RU,1705923919
413,hirapur hamesha,21.5333,79.7667,24.73,35,49,1.26,IN,1705923919
414,dolinsk,47.35,142.8,-16.82,94,100,4.88,RU,1705923919
415,fisterra,42.9049,-9.2629,16.53,98,100,7.83,ES,1705923919
416,greymouth,-42.4667,171.2,18.91,86,53,9.22,NZ,1705923920
417,inhambane,-23.865,35.3833,31.99,62,40,7.72,MZ,1705923920
418,poltavka,54.3663,71.7632,-9.74,88,100,3.36,RU,1705923920
419,ta`u,-14.2336,-169.5144,28.69,71,80,4.01,AS,1705923920
420,kabompo,-13.5927,24.2008,28.97,51,66,1.26,ZM,1705923921
421,peterhead,57.5058,-1.7981,7.22,69,23,13.4,GB,1705923921
422,naze,28.3667,129.4833,12.51,76,100,13.49,JP,1705923921
423,kismayo,-0.3582,42.5454,28.76,64,17,8.67,SO,1705923770
424,boende,-0.2167,20.8667,40.71,13,31,1.23,CD,1705923921
425,tralee,52.2704,-9.7026,9.14,66,75,9.77,IE,1705923842
426,fernie,49.5,-115.0687,-3.89,100,100,0.83,CA,1705923922
427,guatire,10.4762,-66.5427,25.38,91,79,1.37,VE,1705923922
428,cutral-co,-38.9469,-69.2089,24.95,10,0,5.39,AR,1705923922
429,masina,-4.3836,15.3914,31.16,55,40,5.14,CD,1705923923
430,angaur state,6.906,134.13,28.02,76,70,8.78,PW,1705923923
431,najran,17.4924,44.1277,25.36,21,20,4.35,SA,1705923923
432,campbellton,48.0075,-66.6727,-13.75,93,48,2.45,CA,1705923923
433,fecamp,49.7579,0.3746,11.84,79,100,11.5,FR,1705923924
434,barra do corda,-5.5,-45.25,28.31,75,78,2.18,BR,1705923924
435,al jawf,29.5,38.75,23.31,18,0,4.71,SA,1705923924
436,esbjerg,55.4667,8.45,8.27,81,55,12.86,DK,1705923924
437,fort bragg,35.139,-79.006,-3.99,83,0,0.0,US,1705923925
438,marianna,30.7744,-85.2269,1.38,51,0,3.09,US,1705923925
439,pacocha,-17.5833,-71.3333,23.07,85,45,1.86,PE,1705923925
440,duyun,26.2667,107.5167,-3.85,93,97,2.73,CN,1705923925
441,yahyali,38.1023,35.357,2.1,84,98,2.53,TR,1705923926
442,homestead meadows north,31.8496,-106.1729,11.64,69,20,3.6,US,1705923926
443,eppelborn,49.4,6.9667,7.93,88,100,4.92,DE,1705923926
444,nadym,65.5333,72.5167,-7.54,94,100,8.45,RU,1705923926
445,fish town,5.1964,-7.8756,33.65,47,48,1.13,LR,1705923926
446,mugumu,-1.85,34.7,21.16,78,82,1.64,TZ,1705923927
447,bel ombre,-4.6167,55.4167,29.91,66,20,3.6,SC,1705923927
448,acarau,-2.8856,-40.12,28.03,75,56,5.26,BR,1705923927
449,kotido,2.9806,34.1331,26.97,38,85,6.05,UG,1705923927
450,remire-montjoly,4.9167,-52.2667,28.02,78,0,6.17,GF,1705923804
451,camacupa,-12.0167,17.4833,24.15,68,61,1.34,AO,1705923928
452,kapa'a,22.0752,-159.319,22.99,87,20,4.12,US,1705923661
453,samana,19.2056,-69.3369,23.98,80,28,5.08,DO,1705923928
454,arzgir,45.3728,44.2206,-0.67,45,100,4.36,RU,1705923928
455,idabel,33.8957,-94.8263,2.11,72,100,5.14,US,1705923929
456,irymple,-34.25,142.1667,23.38,35,0,3.88,AU,1705923929
457,kirakira,-10.4544,161.9205,26.94,84,99,1.27,SB,1705923929
458,evergreen,39.6333,-105.3172,1.32,71,82,0.45,US,1705923929
459,cartagena del chaira,1.3349,-74.8429,22.65,97,94,0.13,CO,1705923930
460,rhinelander,45.6366,-89.4121,-8.91,67,0,4.12,US,1705923639
461,tamanrasset,22.785,5.5228,23.95,5,0,1.03,DZ,1705923930
462,shangzhi,45.2167,127.9667,-28.41,99,62,1.4,CN,1705923930
463,cambria,35.5641,-121.0808,14.41,98,100,2.24,US,1705923931
464,nueva gerona,21.8833,-82.8,22.53,76,100,9.69,CU,1705923738
465,bulungu,-4.55,18.6,33.18,45,64,1.68,CD,1705923931
466,as sulayyil,20.4607,45.5779,27.14,19,1,5.49,SA,1705923931
467,elliot lake,46.3834,-82.6331,-6.34,93,100,5.14,CA,1705923932
468,vernon,50.2581,-119.2691,0.68,91,100,0.51,CA,1705923932
469,broome,42.2506,-75.833,-8.78,86,0,3.09,US,1705923932
470,taulaga,-11.0553,-171.0883,29.29,70,31,2.69,AS,1705923933
471,tocache,-8.1842,-76.5125,22.24,94,78,0.56,PE,1705923933
472,kavieng,-2.5744,150.7967,27.95,79,93,1.75,PG,1705923774
473,talakan,50.3167,130.3667,-32.26,100,7,0.79,RU,1705923933
474,lihue,21.9789,-159.3672,22.58,87,20,4.12,US,1705923643
475,shakawe,-18.3667,21.85,30.76,33,14,3.43,BW,1705923934
476,bosaso,11.2842,49.1816,26.99,74,0,5.66,SO,1705923934
477,as-suwayda,32.709,36.5695,17.38,23,7,4.45,SY,1705923934
478,astrakhan,46.3497,48.0408,-5.05,57,0,5.0,RU,1705923934
479,fort st. john,56.2499,-120.8529,-18.06,78,100,6.69,CA,1705923800
480,new norfolk,-42.7826,147.0587,12.72,70,32,0.44,AU,1705923935
481,dryden,49.7833,-92.7503,-9.84,85,100,2.06,CA,1705923842
482,kone,-21.0595,164.8658,26.01,86,100,0.93,NC,1705923935
483,sisimiut,66.9395,-53.6735,-8.75,80,100,9.3,GL,1705923935
484,tazacorte,28.629,-17.9293,19.54,75,75,7.15,ES,1705923936
485,argo,37.6333,22.7333,9.32,50,68,8.19,GR,1705923936
486,kayangel,8.0823,134.7173,27.79,74,100,9.18,PW,1705923936
487,dodge city,37.7528,-100.0171,2.14,93,75,6.17,US,1705923936
488,illizi,26.4833,8.4667,17.89,23,4,5.67,DZ,1705923937
489,rawson,-43.3002,-65.1023,26.19,36,2,5.7,AR,1705923937
490,keene,42.9337,-72.2781,-8.24,77,14,0.64,US,1705923937
491,hereford,52.0568,-2.7148,10.74,73,43,7.15,GB,1705923829
492,antofagasta,-23.65,-70.4,19.6,75,69,1.61,CL,1705923937
493,fortaleza,-3.7227,-38.5247,30.6,87,75,3.6,BR,1705923938
494,alvorada,-12.48,-49.1247,26.91,70,99,0.95,BR,1705923938
495,inarajan village,13.2736,144.7484,25.08,92,98,8.77,GU,1705923938
496,okhotsk,59.3833,143.3,-37.07,88,9,3.18,RU,1705923938
497,zouerate,22.7187,-12.4521,26.08,8,100,6.52,MR,1705923939
498,kingscliff,-28.2667,153.5667,25.41,83,75,6.17,AU,1705923939
499,port blair,11.6667,92.75,27.02,61,20,3.6,IN,1705923939
500,konarka,19.9,86.1167,23.22,81,99,5.74,IN,1705923939
501,tierp,60.3427,17.5181,1.9,94,100,7.4,SE,1705923940
502,palikir - national government center,6.9248,158.1611,27.41,83,100,4.12,FM,1705923940
503,huilong,31.8111,121.655,-1.18,69,100,8.25,CN,1705923940
504,trondheim,63.4305,10.3951,6.05,70,100,4.02,NO,1705923896
505,massenya,11.4039,16.1705,33.0,6,0,2.13,TD,1705923941
506,corlette,-32.7201,152.1085,23.77,70,73,4.02,AU,1705923941
507,banda aceh,5.5577,95.3222,27.33,77,15,6.89,ID,1705923941
508,yemetsk,63.4721,41.7941,-6.38,94,100,4.08,RU,1705923941
509,shasta lake,40.6804,-122.3708,12.4,94,100,0.75,US,1705923941
510,cabo san lucas,22.8909,-109.9124,19.73,80,100,3.58,MX,1705923473
511,musoma,-1.5,33.8,23.36,63,96,3.18,TZ,1705923942
512,gubkinskiy,64.434,76.5026,-6.81,91,100,12.06,RU,1705923942
513,carnarvon,-24.8667,113.6333,23.12,82,72,15.13,AU,1705923942
514,kaa-khem,51.6833,94.7333,-29.77,99,59,0.55,RU,1705923943
515,brandon,27.9378,-82.2859,10.49,91,0,4.63,US,1705923943
516,maluso,6.543,121.8753,26.5,82,94,1.12,PH,1705923943
517,ulverstone,-41.15,146.1667,17.07,75,86,5.12,AU,1705923943
518,katsuura,35.1333,140.3,12.03,85,100,3.03,JP,1705923944
519,sheridan,44.8333,-106.9173,3.51,86,100,1.54,US,1705923944
520,kochubey,44.3861,46.5825,-0.84,61,100,4.05,RU,1705923944
521,shumikha,55.2261,63.2961,-7.42,90,100,2.98,RU,1705923944
522,usman',52.0466,39.7288,-7.17,90,78,2.24,RU,1705923945
523,savelugu,9.6244,-0.8253,36.88,4,7,3.91,GH,1705923945
524,namsos,64.4662,11.4957,5.03,75,0,5.14,NO,1705923945
525,sao felix do xingu,-6.6447,-51.995,25.04,94,91,0.47,BR,1705923945
526,durcal,36.9879,-3.566,12.09,71,0,1.03,ES,1705923945
527,pueblo nuevo,23.3833,-105.3833,7.32,60,81,2.12,MX,1705923946
528,sao jose da coroa grande,-8.8978,-35.1478,29.92,63,85,5.71,BR,1705923698
529,sampit,-2.5333,112.95,24.85,93,100,1.24,ID,1705923946
530,brisas de zicatela,15.8369,-97.0419,24.4,63,28,1.89,MX,1705923946
531,inirida,3.8653,-67.9239,26.26,72,78,0.73,CO,1705923947
532,doaba,33.4244,70.7364,13.6,26,85,2.34,PK,1705923947
533,hakui,36.8833,136.7833,9.56,96,100,8.35,JP,1705923947
534,la sarre,48.8002,-79.1996,-5.5,89,100,5.61,CA,1705923948
535,zheleznodorozhnyy,55.7503,38.0042,-5.71,93,47,4.02,RU,1705923948
536,gisborne,-38.6533,178.0042,18.81,94,97,2.06,NZ,1705923948
537,cuprija,43.9275,21.37,2.49,61,12,4.92,RS,1705923948
538,arrifes,37.7667,-25.7,17.18,88,75,5.66,PT,1705923948
539,pavlodar,52.3,76.95,-19.11,84,0,4.0,KZ,1705923949
540,klaksvik,62.2266,-6.589,4.51,97,100,7.44,FO,1705923949
541,kigoma,-4.8769,29.6267,25.08,72,89,2.18,TZ,1705923949
542,camarinas,43.1311,-9.1817,16.63,98,100,7.1,ES,1705923949
543,port alfred,-33.5906,26.891,24.54,77,72,3.58,ZA,1705923950
544,caluula,11.9661,50.7569,25.51,62,11,6.76,SO,1705923950
545,mogadishu,2.0371,45.3438,30.93,74,40,7.72,SO,1705923950
546,dauphin,51.1494,-100.0502,-12.92,85,100,5.14,CA,1705923950
547,tsiombe,-25.3,45.4833,31.32,57,89,5.73,MG,1705923950
548,dombarovskiy,50.7587,59.5386,-8.89,87,100,0.89,RU,1705923951
549,gurghiu,46.7667,24.85,0.25,49,3,1.21,RO,1705923951
550,valparaiso,-33.0393,-71.6273,19.39,94,100,1.03,CL,1705923951
551,khilok,51.3674,110.4676,-21.5,95,40,1.9,RU,1705923951
552,kolonia,50.9333,6.95,12.25,76,20,7.72,DE,1705923951
553,pangai,-19.8,-174.35,27.15,86,95,3.59,TO,1705923952
554,lazaro cardenas,17.9583,-102.2,22.54,81,23,1.8,MX,1705923729
555,altusried,47.8,10.2167,8.48,64,100,7.5,DE,1705923952
556,kaoma,-14.7833,24.8,25.93,69,56,1.7,ZM,1705923953
557,tikapur,28.5,81.1333,15.72,26,74,2.31,NP,1705923953
558,soure,-0.7167,-48.5233,28.08,80,8,4.57,BR,1705923953
559,gazojak,41.1875,61.4036,8.86,31,100,1.94,TM,1705923953
